555;566;01.12.2020 06:31:34,480;clean
556;567;01.12.2020 06:31:34,483;clean
557;568;01.12.2020 06:31:34,486;clean
558;569;01.12.2020 06:31:34,488;clean
559;570;01.12.2020 06:31:34,491;clean
560;571;01.12.2020 06:31:34,493;clean
561;572;01.12.2020 06:31:34,496;clean
562;573;01.12.2020 06:31:34,499;clean
563;574;01.12.2020 06:31:34,501;clean
564;575;01.12.2020 06:31:34,504;clean
565;576;01.12.2020 06:31:34,506;clean
566;577;01.12.2020 06:31:34,509;clean
567;578;01.12.2020 06:31:34,511;clean
568;579;01.12.2020 06:31:34,513;clean
569;580;01.12.2020 06:31:34,516;clean
570;581;01.12.2020 06:31:34,518;clean
571;582;01.12.2020 06:31:34,520;clean
572;583;01.12.2020 06:31:34,523;clean
573;584;01.12.2020 06:31:34,525;clean
574;585;01.12.2020 06:31:34,527;clean
575;586;01.12.2020 06:31:34,530;clean
576;587;01.12.2020 06:31:34,532;clean
577;588;01.12.2020 06:31:34,535;clean
578;589;01.12.2020 06:31:34,537;clean
579;590;01.12.2020 06:31:34,539;clean
580;591;01.12.2020 06:31:34,542;clean
581;592;01.12.2020 06:31:34,546;clean
582;593;01.12.2020 06:31:34,546;clean
583;594;01.12.2020 06:31:34,548;clean
584;595;01.12.2020 06:31:34,551;clean
585;596;01.12.2020 06:31:34,553;clean
586;597;01.12.2020 06:31:34,555;clean
587;598;01.12.2020 06:31:34,558;clean
588;599;01.12.2020 06:31:34,560;clean
589;600;01.12.2020 06:31:34,562;clean
590;601;01.12.2020 06:31:34,565;clean
591;602;01.12.2020 06:31:34,568;clean
592;603;01.12.2020 06:31:34,571;clean
593;604;01.12.2020 06:31:34,576;clean
594;605;01.12.2020 06:31:34,576;clean
595;606;01.12.2020 06:31:34,579;clean
596;607;01.12.2020 06:31:34,581;clean
597;608;01.12.2020 06:31:34,583;clean
598;609;01.12.2020 06:31:34,586;clean
599;610;01.12.2020 06:31:34,588;clean
600;611;01.12.2020 06:31:34,590;clean
601;612;01.12.2020 06:31:34,592;clean
602;613;01.12.2020 06:31:34,595;clean
603;614;01.12.2020 06:31:34,597;clean
604;615;01.12.2020 06:31:34,599;clean
605;616;01.12.2020 06:31:34,603;clean
606;617;01.12.2020 06:31:34,604;clean
607;618;01.12.2020 06:31:34,606;clean
608;619;01.12.2020 06:31:34,608;clean
